position,driver_number,number_of_laps,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key,points
1.0,11,21.0,False,False,False,92.758,0,1141,7765,
2.0,14,22.0,False,False,False,93.196,0.438,1141,7765,
3.0,1,21.0,False,False,False,93.375,0.617,1141,7765,
4.0,4,21.0,False,False,False,94.165,1.407,1141,7765,
5.0,16,17.0,False,False,False,94.257,1.499,1141,7765,
6.0,18,17.0,False,False,False,94.298,1.54,1141,7765,
7.0,20,20.0,False,False,False,94.402,1.644,1141,7765,
8.0,24,18.0,False,False,False,94.575,1.817,1141,7765,
9.0,77,20.0,False,False,False,94.689,1.931,1141,7765,
10.0,44,13.0,False,False,False,94.917,2.159,1141,7765,
11.0,63,20.0,False,False,False,94.966,2.208,1141,7765,
12.0,81,24.0,False,False,False,94.997,2.239,1141,7765,
13.0,22,20.0,False,False,False,95.015,2.257,1141,7765,
14.0,27,22.0,False,False,False,95.043,2.285,1141,7765,
15.0,31,20.0,False,False,False,95.105,2.347,1141,7765,
16.0,21,25.0,False,False,False,95.402,2.644,1141,7765,
17.0,10,22.0,False,False,False,95.455,2.697,1141,7765,
18.0,2,24.0,False,False,False,95.749,2.991,1141,7765,
19.0,23,15.0,False,False,False,96.018,3.26,1141,7765,
20.0,55,21.0,False,False,False,96.072,3.314,1141,7765,
1.0,14,25.0,False,False,False,90.907,0,1141,7766,
2.0,1,24.0,False,False,False,91.076,0.169,1141,7766,
3.0,11,26.0,False,False,False,91.078,0.171,1141,7766,
4.0,16,26.0,False,False,False,91.367,0.46,1141,7766,
5.0,27,25.0,False,False,False,91.376,0.469,1141,7766,
6.0,18,28.0,False,False,False,91.45,0.543,1141,7766,
7.0,10,24.0,False,False,False,91.475,0.568,1141,7766,
8.0,44,27.0,False,False,False,91.543,0.636,1141,7766,
9.0,4,27.0,False,False,False,91.57,0.663,1141,7766,
10.0,24,27.0,False,False,False,91.586,0.679,1141,7766,
11.0,31,25.0,False,False,False,91.608,0.701,1141,7766,
12.0,77,28.0,False,False,False,91.793,0.886,1141,7766,
13.0,63,25.0,False,False,False,91.882,0.975,1141,7766,
14.0,55,28.0,False,False,False,91.956,1.049,1141,7766,
15.0,81,27.0,False,False,False,92.024,1.117,1141,7766,
16.0,20,18.0,False,False,False,92.11,1.203,1141,7766,
17.0,23,28.0,False,False,False,92.44,1.533,1141,7766,
18.0,22,27.0,False,False,False,92.525,1.618,1141,7766,
19.0,21,28.0,False,False,False,92.605,1.698,1141,7766,
20.0,2,29.0,False,False,False,92.749,1.842,1141,7766,
1.0,14,13.0,False,False,False,92.34,0,1141,7767,
2.0,1,13.0,False,False,False,92.345,0.005,1141,7767,
3.0,11,12.0,False,False,False,92.446,0.106,1141,7767,
4.0,44,17.0,False,False,False,92.555,0.215,1141,7767,
5.0,16,21.0,False,False,False,92.624,0.284,1141,7767,
6.0,63,17.0,False,False,False,92.731,0.391,1141,7767,
7.0,18,16.0,False,False,False,92.919,0.579,1141,7767,
8.0,55,21.0,False,False,False,92.945,0.605,1141,7767,
9.0,81,12.0,False,False,False,93.045,0.705,1141,7767,
10.0,10,13.0,False,False,False,93.064,0.724,1141,7767,
11.0,31,16.0,False,False,False,93.116,0.776,1141,7767,
12.0,24,13.0,False,False,False,93.18,0.84,1141,7767,
13.0,4,16.0,False,False,False,93.202,0.862,1141,7767,
14.0,20,21.0,False,False,False,93.381,1.041,1141,7767,
15.0,27,23.0,False,False,False,93.423,1.083,1141,7767,
16.0,22,15.0,False,False,False,93.475,1.135,1141,7767,
17.0,77,14.0,False,False,False,93.629,1.289,1141,7767,
18.0,2,15.0,False,False,False,93.665,1.325,1141,7767,
19.0,23,15.0,False,False,False,93.882,1.542,1141,7767,
20.0,21,18.0,False,False,False,94.082,1.742,1141,7767,
1.0,1,15.0,False,False,False,"[91.295, 90.503, 89.708]","[0.302, 0.221, 0.0]",1141,7768,
2.0,11,15.0,False,False,False,"[91.479, 90.746, 89.846]","[0.486, 0.464, 0.138]",1141,7768,
3.0,16,17.0,False,False,False,"[91.094, 90.282, 90.0]","[0.101, 0.0, 0.292]",1141,7768,
4.0,55,18.0,False,False,False,"[90.993, 90.515, 90.154]","[0.0, 0.233, 0.446]",1141,7768,
5.0,14,15.0,False,False,False,"[91.158, 90.645, 90.336]","[0.165, 0.363, 0.628]",1141,7768,
6.0,63,15.0,False,False,False,"[91.057, 90.507, 90.34]","[0.064, 0.225, 0.632]",1141,7768,
7.0,44,15.0,False,False,False,"[91.543, 90.513, 90.384]","[0.55, 0.231, 0.676]",1141,7768,
8.0,18,18.0,False,False,False,"[91.184, 91.127, 90.836]","[0.191, 0.845, 1.128]",1141,7768,
9.0,31,15.0,False,False,False,"[91.508, 90.914, 90.984]","[0.515, 0.632, 1.276]",1141,7768,
10.0,27,17.0,True,False,False,"[91.204, 90.809, None]","[0.211, 0.527, None]",1141,7768,
11.0,4,13.0,False,False,False,"[91.652, 91.381, None]","[0.659, 1.099, None]",1141,7768,
12.0,77,12.0,False,False,False,"[91.504, 91.443, None]","[0.511, 1.161, None]",1141,7768,
13.0,24,12.0,False,False,False,"[91.615, 91.473, None]","[0.622, 1.191, None]",1141,7768,
14.0,22,15.0,False,False,False,"[91.4, 92.51, None]","[0.407, 2.228, None]",1141,7768,
15.0,23,8.0,True,False,False,"[91.461, None, None]","[0.468, None, None]",1141,7768,
16.0,2,6.0,False,False,False,"[91.652, None, None]","[0.659, None, None]",1141,7768,
17.0,20,6.0,False,False,False,"[91.892, None, None]","[0.899, None, None]",1141,7768,
18.0,81,7.0,False,False,False,"[92.101, None, None]","[1.108, None, None]",1141,7768,
19.0,21,9.0,False,False,False,"[92.121, None, None]","[1.128, None, None]",1141,7768,
20.0,10,6.0,False,False,False,"[92.181, None, None]","[1.188, None, None]",1141,7768,
1.0,1,57.0,False,False,False,5636.736,0,1141,7953,25.0
2.0,11,57.0,False,False,False,5648.723,11.987,1141,7953,18.0
3.0,14,57.0,False,False,False,5675.373,38.637,1141,7953,15.0
4.0,55,57.0,False,False,False,5684.788,48.052,1141,7953,12.0
5.0,44,57.0,False,False,False,5687.713,50.977,1141,7953,10.0
6.0,18,57.0,False,False,False,5691.238,54.502,1141,7953,8.0
7.0,63,57.0,False,False,False,5692.609,55.873,1141,7953,6.0
8.0,77,57.0,False,False,False,5709.383,72.647,1141,7953,4.0
9.0,10,57.0,False,False,False,5710.489,73.753,1141,7953,2.0
10.0,23,57.0,False,False,False,5726.51,89.774,1141,7953,1.0
11.0,22,57.0,False,False,False,5727.606,90.87,1141,7953,0.0
12.0,2,56.0,False,False,False,,+1 LAP,1141,7953,0.0
13.0,20,56.0,False,False,False,,+1 LAP,1141,7953,0.0
14.0,21,56.0,False,False,False,,+1 LAP,1141,7953,0.0
15.0,27,56.0,False,False,False,,+1 LAP,1141,7953,0.0
16.0,24,56.0,False,False,False,,+1 LAP,1141,7953,0.0
17.0,4,55.0,False,False,False,,+2 LAPS,1141,7953,0.0
,31,41.0,True,False,False,,,1141,7953,0.0
,16,39.0,True,False,False,,,1141,7953,0.0
,81,13.0,True,False,False,,,1141,7953,0.0
1.0,1,18.0,False,False,False,89.617,0,1142,7772,
2.0,11,20.0,False,False,False,90.1,0.483,1142,7772,
3.0,14,22.0,False,False,False,90.315,0.698,1142,7772,
4.0,18,20.0,False,False,False,90.577,0.96,1142,7772,
5.0,63,26.0,False,False,False,90.771,1.154,1142,7772,
6.0,44,26.0,False,False,False,90.787,1.17,1142,7772,
7.0,55,23.0,False,False,False,90.924,1.307,1142,7772,
8.0,10,24.0,False,False,False,90.949,1.332,1142,7772,
9.0,23,23.0,False,False,False,91.03,1.413,1142,7772,
10.0,22,25.0,False,False,False,91.11,1.493,1142,7772,
11.0,16,26.0,False,False,False,91.118,1.501,1142,7772,
12.0,31,22.0,False,False,False,91.181,1.564,1142,7772,
13.0,21,29.0,False,False,False,91.45,1.833,1142,7772,
14.0,81,24.0,False,False,False,91.491,1.874,1142,7772,
15.0,27,22.0,False,False,False,91.552,1.935,1142,7772,
16.0,20,23.0,False,False,False,91.566,1.949,1142,7772,
17.0,2,26.0,False,False,False,91.922,2.305,1142,7772,
18.0,77,25.0,False,False,False,91.97,2.353,1142,7772,
19.0,24,22.0,False,False,False,91.986,2.369,1142,7772,
20.0,4,21.0,False,False,False,92.149,2.532,1142,7772,
1.0,1,29.0,False,False,False,89.603,0,1142,7773,
2.0,14,26.0,False,False,False,89.811,0.208,1142,7773,
3.0,11,26.0,False,False,False,89.902,0.299,1142,7773,
4.0,31,27.0,False,False,False,90.039,0.436,1142,7773,
5.0,63,27.0,False,False,False,90.07,0.467,1142,7773,
6.0,10,28.0,False,False,False,90.1,0.497,1142,7773,
7.0,18,27.0,False,False,False,90.11,0.507,1142,7773,
8.0,27,27.0,False,False,False,90.181,0.578,1142,7773,
9.0,16,28.0,False,False,False,90.341,0.738,1142,7773,
10.0,55,29.0,False,False,False,90.592,0.989,1142,7773,
11.0,44,27.0,False,False,False,90.599,0.996,1142,7773,
12.0,4,27.0,False,False,False,90.721,1.118,1142,7773,
13.0,22,30.0,False,False,False,90.776,1.173,1142,7773,
14.0,23,27.0,False,False,False,90.81,1.207,1142,7773,
15.0,20,25.0,False,False,False,90.82,1.217,1142,7773,
16.0,24,27.0,False,False,False,90.837,1.234,1142,7773,
17.0,21,29.0,False,False,False,90.921,1.318,1142,7773,
18.0,2,30.0,False,False,False,90.959,1.356,1142,7773,
19.0,81,26.0,False,False,False,90.964,1.361,1142,7773,
20.0,77,30.0,False,False,False,91.052,1.449,1142,7773,
1.0,1,20.0,False,False,False,88.485,0,1142,7774,
2.0,11,15.0,False,False,False,89.098,0.613,1142,7774,
3.0,14,21.0,False,False,False,89.483,0.998,1142,7774,
4.0,18,21.0,False,False,False,89.509,1.024,1142,7774,
5.0,44,18.0,False,False,False,89.568,1.083,1142,7774,
6.0,16,16.0,False,False,False,89.588,1.103,1142,7774,
7.0,4,18.0,False,False,False,89.69,1.205,1142,7774,
8.0,81,23.0,False,False,False,89.698,1.213,1142,7774,
9.0,10,19.0,False,False,False,89.701,1.216,1142,7774,
10.0,55,16.0,False,False,False,89.761,1.276,1142,7774,
11.0,63,19.0,False,False,False,89.811,1.326,1142,7774,
12.0,24,21.0,False,False,False,89.917,1.432,1142,7774,
13.0,27,19.0,False,False,False,89.933,1.448,1142,7774,
14.0,31,19.0,False,False,False,89.953,1.468,1142,7774,
15.0,23,18.0,False,False,False,89.983,1.498,1142,7774,
16.0,2,18.0,False,False,False,90.035,1.55,1142,7774,
17.0,20,15.0,False,False,False,90.131,1.646,1142,7774,
18.0,77,20.0,False,False,False,90.317,1.832,1142,7774,
19.0,22,20.0,False,False,False,90.797,2.312,1142,7774,
1.0,11,18.0,False,False,False,"[89.244, 88.635, 88.265]","[0.483, 0.0, 0.0]",1142,7775,
2.0,16,19.0,False,False,False,"[89.376, 88.903, 88.42]","[0.615, 0.268, 0.155]",1142,7775,
3.0,14,18.0,False,False,False,"[89.298, 88.757, 88.73]","[0.537, 0.122, 0.465]",1142,7775,
4.0,63,21.0,False,False,False,"[89.592, 89.132, 88.857]","[0.831, 0.497, 0.592]",1142,7775,
5.0,55,24.0,False,False,False,"[89.411, 88.957, 88.931]","[0.65, 0.322, 0.666]",1142,7775,
6.0,18,20.0,False,False,False,"[89.335, 88.962, 88.945]","[0.574, 0.327, 0.68]",1142,7775,
7.0,31,24.0,False,False,False,"[89.707, 89.255, 89.078]","[0.946, 0.62, 0.813]",1142,7775,
8.0,44,21.0,False,False,False,"[89.689, 89.374, 89.223]","[0.928, 0.739, 0.958]",1142,7775,
9.0,81,23.0,False,False,False,"[89.706, 89.378, 89.243]","[0.945, 0.743, 0.978]",1142,7775,
10.0,10,23.0,False,False,False,"[89.89, 89.411, 89.357]","[1.129, 0.776, 1.092]",1142,7775,
11.0,27,18.0,False,False,False,"[89.547, 89.451, None]","[0.786, 0.816, None]",1142,7775,
12.0,24,18.0,False,False,False,"[89.654, 89.461, None]","[0.893, 0.826, None]",1142,7775,
13.0,20,17.0,False,False,False,"[89.744, 89.634, None]","[0.983, 0.999, None]",1142,7775,
14.0,77,18.0,False,False,False,"[89.929, 89.668, None]","[1.168, 1.033, None]",1142,7775,
15.0,1,6.0,False,False,False,"[88.761, 109.953, None]","[0.0, 21.318, None]",1142,7775,
16.0,22,10.0,False,False,False,"[89.939, None, None]","[1.178, None, None]",1142,7775,
17.0,23,9.0,False,False,False,"[89.994, None, None]","[1.233, None, None]",1142,7775,
18.0,21,10.0,False,False,False,"[90.244, None, None]","[1.483, None, None]",1142,7775,
19.0,4,4.0,False,False,False,"[90.447, None, None]","[1.686, None, None]",1142,7775,
,2,8.0,False,False,False,"[128.51, None, None]","[39.749, None, None]",1142,7775,
1.0,11,50.0,False,False,False,4874.894,0,1142,7779,25.0
2.0,1,50.0,False,False,False,4880.249,5.355,1142,7779,0.0
3.0,14,50.0,False,False,False,4895.622,20.728,1142,7779,15.0
4.0,63,50.0,False,False,False,4900.76,25.866,1142,7779,12.0
5.0,44,50.0,False,False,False,4905.959,31.065,1142,7779,10.0
6.0,55,50.0,False,False,False,4910.77,35.876,1142,7779,8.0
7.0,16,50.0,False,False,False,4918.056,43.162,1142,7779,6.0
8.0,31,50.0,False,False,False,4927.726,52.832,1142,7779,4.0
9.0,10,50.0,False,False,False,4929.641,54.747,1142,7779,2.0
10.0,20,50.0,False,False,False,4939.72,64.826,1142,7779,1.0
11.0,22,50.0,False,False,False,4942.388,67.494,1142,7779,0.0
12.0,27,50.0,False,False,False,4945.482,70.588,1142,7779,0.0
13.0,24,50.0,False,False,False,4950.954,76.06,1142,7779,0.0
14.0,21,50.0,False,False,False,4952.372,77.478,1142,7779,0.0
15.0,81,50.0,False,False,False,4959.915,85.021,1142,7779,0.0
16.0,2,50.0,False,False,False,4961.187,86.293,1142,7779,0.0
17.0,4,50.0,False,False,False,4961.339,86.445,1142,7779,0.0
18.0,77,49.0,False,False,False,,+1 LAP,1142,7779,0.0
,23,27.0,True,False,False,,,1142,7779,0.0
,18,16.0,True,False,False,,,1142,7779,0.0
1.0,1,17.0,False,False,False,78.79,0,1143,7780,
2.0,44,20.0,False,False,False,79.223,0.433,1143,7780,
3.0,11,19.0,False,False,False,79.293,0.503,1143,7780,
4.0,14,23.0,False,False,False,79.317,0.527,1143,7780,
5.0,16,16.0,False,False,False,79.378,0.588,1143,7780,
6.0,55,20.0,False,False,False,79.505,0.715,1143,7780,
7.0,4,16.0,False,False,False,79.536,0.746,1143,7780,
8.0,10,22.0,False,False,False,79.646,0.856,1143,7780,
9.0,63,23.0,False,False,False,79.699,0.909,1143,7780,
10.0,18,19.0,False,False,False,79.766,0.976,1143,7780,
11.0,23,21.0,False,False,False,79.766,0.976,1143,7780,
12.0,81,22.0,False,False,False,79.777,0.987,1143,7780,
13.0,27,19.0,False,False,False,79.806,1.016,1143,7780,
14.0,21,25.0,False,False,False,79.933,1.143,1143,7780,
15.0,2,21.0,False,False,False,80.074,1.284,1143,7780,
16.0,31,20.0,False,False,False,80.175,1.385,1143,7780,
17.0,22,14.0,False,False,False,80.399,1.609,1143,7780,
18.0,77,21.0,False,False,False,80.419,1.629,1143,7780,
19.0,24,22.0,False,False,False,80.569,1.779,1143,7780,
20.0,20,17.0,False,False,False,81.147,2.357,1143,7780,
1.0,14,13.0,False,False,False,78.887,0,1143,7781,
2.0,16,10.0,False,False,False,79.332,0.445,1143,7781,
3.0,1,12.0,False,False,False,79.502,0.615,1143,7781,
4.0,63,20.0,False,False,False,79.672,0.785,1143,7781,
5.0,55,12.0,False,False,False,79.695,0.808,1143,7781,
6.0,31,12.0,False,False,False,79.725,0.838,1143,7781,
7.0,11,15.0,False,False,False,80.083,1.196,1143,7781,
8.0,4,20.0,False,False,False,80.176,1.289,1143,7781,
9.0,27,19.0,False,False,False,80.194,1.307,1143,7781,
10.0,10,12.0,False,False,False,80.206,1.319,1143,7781,
11.0,22,18.0,False,False,False,80.22,1.333,1143,7781,
12.0,77,22.0,False,False,False,80.312,1.425,1143,7781,
13.0,44,17.0,False,False,False,80.323,1.436,1143,7781,
14.0,81,24.0,False,False,False,80.38,1.493,1143,7781,
15.0,24,22.0,False,False,False,80.47,1.583,1143,7781,
16.0,18,15.0,False,False,False,80.579,1.692,1143,7781,
17.0,21,8.0,False,False,False,80.6,1.713,1143,7781,
18.0,23,18.0,False,False,False,81.182,2.295,1143,7781,
19.0,20,18.0,False,False,False,81.266,2.379,1143,7781,
1.0,1,24.0,False,False,False,77.565,0,1143,7782,
2.0,14,26.0,False,False,False,77.727,0.162,1143,7782,
3.0,31,23.0,False,False,False,77.938,0.373,1143,7782,
4.0,63,23.0,False,False,False,77.955,0.39,1143,7782,
5.0,10,23.0,False,False,False,78.094,0.529,1143,7782,
6.0,11,18.0,False,False,False,78.123,0.558,1143,7782,
7.0,55,29.0,False,False,False,78.127,0.562,1143,7782,
8.0,44,25.0,False,False,False,78.138,0.573,1143,7782,
9.0,18,22.0,False,False,False,78.198,0.633,1143,7782,
10.0,24,20.0,False,False,False,78.33,0.765,1143,7782,
11.0,27,24.0,False,False,False,78.41,0.845,1143,7782,
12.0,23,21.0,False,False,False,78.553,0.988,1143,7782,
13.0,16,28.0,False,False,False,78.691,1.126,1143,7782,
14.0,81,21.0,False,False,False,78.713,1.148,1143,7782,
15.0,77,24.0,False,False,False,78.809,1.244,1143,7782,
16.0,22,22.0,False,False,False,78.901,1.336,1143,7782,
17.0,2,20.0,False,False,False,78.947,1.382,1143,7782,
18.0,20,26.0,False,False,False,79.056,1.491,1143,7782,
19.0,21,23.0,False,False,False,79.092,1.527,1143,7782,
20.0,4,12.0,False,False,False,79.146,1.581,1143,7782,
1.0,1,24.0,False,False,False,"[77.384, 77.056, 76.732]","[0.0, 0.0, 0.0]",1143,7783,
2.0,63,29.0,False,False,False,"[77.654, 77.513, 76.968]","[0.27, 0.457, 0.236]",1143,7783,
3.0,44,28.0,False,False,False,"[77.689, 77.551, 77.104]","[0.305, 0.495, 0.372]",1143,7783,
4.0,14,26.0,False,False,False,"[77.832, 77.283, 77.139]","[0.448, 0.227, 0.407]",1143,7783,
5.0,55,28.0,False,False,False,"[77.928, 77.349, 77.27]","[0.544, 0.293, 0.538]",1143,7783,
6.0,18,26.0,False,False,False,"[77.873, 77.616, 77.308]","[0.489, 0.56, 0.576]",1143,7783,
7.0,16,25.0,False,False,False,"[78.218, 77.39, 77.369]","[0.834, 0.334, 0.637]",1143,7783,
8.0,23,27.0,False,False,False,"[77.962, 77.761, 77.609]","[0.578, 0.705, 0.877]",1143,7783,
9.0,10,25.0,False,False,False,"[78.312, 77.574, 77.675]","[0.928, 0.518, 0.943]",1143,7783,
10.0,27,26.0,False,False,False,"[78.029, 77.412, 77.735]","[0.645, 0.356, 1.003]",1143,7783,
11.0,31,18.0,False,False,False,"[77.77, 77.768, None]","[0.386, 0.712, None]",1143,7783,
12.0,22,22.0,False,False,False,"[78.471, 78.099, None]","[1.087, 1.043, None]",1143,7783,
13.0,4,24.0,False,False,False,"[78.243, 78.119, None]","[0.859, 1.063, None]",1143,7783,
14.0,20,18.0,False,False,False,"[78.159, 78.129, None]","[0.775, 1.073, None]",1143,7783,
15.0,21,23.0,False,False,False,"[78.45, 78.335, None]","[1.066, 1.279, None]",1143,7783,
16.0,81,12.0,False,False,False,"[78.517, None, None]","[1.133, None, None]",1143,7783,
17.0,24,12.0,False,False,False,"[78.54, None, None]","[1.156, None, None]",1143,7783,
18.0,2,12.0,False,False,False,"[78.557, None, None]","[1.173, None, None]",1143,7783,
19.0,77,12.0,False,False,False,"[78.714, None, None]","[1.33, None, None]",1143,7783,
,11,2.0,True,False,False,"[None, None, None]","[None, None, None]",1143,7783,
1.0,1,58.0,False,False,False,9158.371,0,1143,7787,25.0
2.0,44,58.0,False,False,False,9158.55,0.179,1143,7787,18.0
3.0,14,58.0,False,False,False,9159.14,0.769,1143,7787,15.0
4.0,18,58.0,False,False,False,9161.453,3.082,1143,7787,12.0
5.0,11,58.0,False,False,False,9161.691,3.32,1143,7787,11.0
6.0,4,58.0,False,False,False,9162.072,3.701,1143,7787,8.0
7.0,27,58.0,False,False,False,9163.31,4.939,1143,7787,6.0
8.0,81,58.0,False,False,False,9163.753,5.382,1143,7787,4.0
9.0,24,58.0,False,False,False,9164.084,5.713,1143,7787,2.0
10.0,22,58.0,False,False,False,9164.423,6.052,1143,7787,1.0
11.0,77,58.0,False,False,False,9164.884,6.513,1143,7787,0.0
12.0,55,58.0,False,False,False,9164.965,6.594,1143,7787,0.0
13.0,10,56.0,True,False,False,,,1143,7787,0.0
14.0,31,56.0,True,False,False,,,1143,7787,0.0
15.0,21,56.0,True,False,False,,,1143,7787,0.0
16.0,2,56.0,True,False,False,,,1143,7787,0.0
17.0,20,52.0,True,False,False,,,1143,7787,0.0
,63,17.0,True,False,False,,,1143,7787,0.0
,23,6.0,True,False,False,,,1143,7787,0.0
,16,0.0,True,False,False,,,1143,7787,0.0
1.0,1,22.0,False,False,False,102.315,0,1207,9063,
2.0,16,21.0,False,False,False,102.352,0.037,1207,9063,
3.0,11,22.0,False,False,False,102.454,0.139,1207,9063,
4.0,55,23.0,False,False,False,102.899,0.584,1207,9063,
5.0,4,22.0,False,False,False,103.125,0.81,1207,9063,
6.0,21,24.0,False,False,False,103.414,1.099,1207,9063,
7.0,18,23.0,False,False,False,103.455,1.14,1207,9063,
8.0,14,20.0,False,False,False,103.56,1.245,1207,9063,
9.0,23,25.0,False,False,False,103.628,1.313,1207,9063,
10.0,24,23.0,False,False,False,103.748,1.433,1207,9063,
11.0,44,21.0,False,False,False,103.798,1.483,1207,9063,
12.0,81,23.0,False,False,False,103.98,1.665,1207,9063,
13.0,77,23.0,False,False,False,104.01,1.695,1207,9063,
14.0,22,18.0,False,False,False,104.137,1.822,1207,9063,
15.0,27,21.0,False,False,False,104.323,2.008,1207,9063,
16.0,2,16.0,False,False,False,104.9,2.585,1207,9063,
17.0,63,20.0,False,False,False,105.082,2.767,1207,9063,
18.0,31,8.0,False,False,False,105.955,3.64,1207,9063,
19.0,10,7.0,False,False,False,106.321,4.006,1207,9063,
20.0,20,8.0,False,False,False,107.498,5.183,1207,9063,
1.0,16,21.0,False,False,False,"[101.269, 101.037, 100.203]","[0.0, 0.215, 0.0]",1207,9064,
2.0,1,20.0,False,False,False,"[101.398, 100.822, 100.391]","[0.129, 0.0, 0.188]",1207,9064,
3.0,11,21.0,False,False,False,"[101.756, 101.131, 100.495]","[0.487, 0.309, 0.292]",1207,9064,
4.0,55,24.0,False,False,False,"[102.197, 101.369, 101.016]","[0.928, 0.547, 0.813]",1207,9064,
5.0,44,24.0,False,False,False,"[102.113, 101.65, 101.177]","[0.844, 0.828, 0.974]",1207,9064,
6.0,14,23.0,False,False,False,"[101.72, 101.37, 101.253]","[0.451, 0.548, 1.05]",1207,9064,
7.0,4,20.0,False,False,False,"[102.154, 101.485, 101.281]","[0.885, 0.663, 1.078]",1207,9064,
8.0,22,23.0,False,False,False,"[102.234, 101.569, 101.581]","[0.965, 0.747, 1.378]",1207,9064,
9.0,18,23.0,False,False,False,"[102.524, 101.576, 101.611]","[1.255, 0.754, 1.408]",1207,9064,
10.0,81,24.0,False,False,False,"[102.455, 101.636, 101.611]","[1.186, 0.814, 1.408]",1207,9064,
11.0,63,18.0,False,False,False,"[102.073, 101.654, None]","[0.804, 0.832, None]",1207,9064,
12.0,31,19.0,False,False,False,"[102.622, 101.798, None]","[1.353, 0.976, None]",1207,9064,
13.0,23,19.0,False,False,False,"[102.171, 101.818, None]","[0.902, 0.996, None]",1207,9064,
14.0,77,19.0,False,False,False,"[102.582, 102.259, None]","[1.313, 1.437, None]",1207,9064,
15.0,2,19.0,False,False,False,"[102.242, 102.395, None]","[0.973, 1.573, None]",1207,9064,
16.0,24,11.0,False,False,False,"[102.642, None, None]","[1.373, None, None]",1207,9064,
17.0,27,10.0,False,False,False,"[102.755, None, None]","[1.486, None, None]",1207,9064,
18.0,20,9.0,False,False,False,"[103.417, None, None]","[2.148, None, None]",1207,9064,
19.0,10,6.0,False,False,False,"[104.853, None, None]","[3.584, None, None]",1207,9064,
,21,3.0,False,False,False,"[115.282, None, None]","[14.013, None, None]",1207,9064,
1.0,11,17.0,False,False,False,1997.667,0,1207,9069,8.0
2.0,16,17.0,False,False,False,2002.13,4.463,1207,9069,7.0
3.0,1,17.0,False,False,False,2002.732,5.065,1207,9069,6.0
4.0,63,17.0,False,False,False,2006.199,8.532,1207,9069,5.0
5.0,55,17.0,False,False,False,2008.055,10.388,1207,9069,4.0
6.0,14,17.0,False,False,False,2009.28,11.613,1207,9069,3.0
7.0,44,17.0,False,False,False,2014.17,16.503,1207,9069,2.0
8.0,18,17.0,False,False,False,2016.084,18.417,1207,9069,1.0
9.0,23,17.0,False,False,False,2019.424,21.757,1207,9069,0.0
10.0,81,17.0,False,False,False,2020.518,22.851,1207,9069,0.0
11.0,20,17.0,False,False,False,2025.657,27.99,1207,9069,0.0
12.0,24,17.0,False,False,False,2032.269,34.602,1207,9069,0.0
13.0,10,17.0,False,False,False,2034.585,36.918,1207,9069,0.0
14.0,21,17.0,False,False,False,2039.293,41.626,1207,9069,0.0
15.0,27,17.0,False,False,False,2046.254,48.587,1207,9069,0.0
16.0,77,17.0,False,False,False,2047.584,49.917,1207,9069,0.0
17.0,4,17.0,False,False,False,2048.771,51.104,1207,9069,0.0
18.0,31,17.0,False,False,False,2058.288,60.621,1207,9069,0.0
,22,2.0,True,False,False,,,1207,9069,0.0
1.0,11,51.0,False,False,False,5562.436,0,1207,9070,25.0
2.0,1,51.0,False,False,False,5564.573,2.137,1207,9070,18.0
3.0,16,51.0,False,False,False,5583.653,21.217,1207,9070,15.0
4.0,14,51.0,False,False,False,5584.46,22.024,1207,9070,12.0
5.0,55,51.0,False,False,False,5607.927,45.491,1207,9070,10.0
6.0,44,51.0,False,False,False,5608.581,46.145,1207,9070,8.0
7.0,18,51.0,False,False,False,5614.053,51.617,1207,9070,6.0
8.0,63,51.0,False,False,False,5636.676,74.24,1207,9070,5.0
9.0,4,51.0,False,False,False,5642.812,80.376,1207,9070,2.0
10.0,22,51.0,False,False,False,5646.298,83.862,1207,9070,1.0
11.0,81,51.0,False,False,False,5648.937,86.501,1207,9070,0.0
12.0,23,51.0,False,False,False,5651.059,88.623,1207,9070,0.0
13.0,20,51.0,False,False,False,5652.165,89.729,1207,9070,0.0
14.0,10,51.0,False,False,False,5653.768,91.332,1207,9070,0.0
15.0,31,51.0,False,False,False,5660.23,97.794,1207,9070,0.0
16.0,2,51.0,False,False,False,5663.379,100.943,1207,9070,0.0
17.0,27,50.0,False,False,False,,+1 LAP,1207,9070,0.0
18.0,77,50.0,False,False,False,,+1 LAP,1207,9070,0.0
,24,36.0,True,False,False,,,1207,9070,0.0
,21,9.0,True,False,False,,,1207,9070,0.0
1.0,16,14.0,False,False,False,"[102.82, 102.5, 101.697]","[0.0, 0.083, 0.0]",1207,9278,
2.0,11,15.0,False,False,False,"[103.858, 102.925, 101.844]","[1.038, 0.508, 0.147]",1207,9278,
3.0,1,13.0,False,False,False,"[103.288, 102.417, 101.987]","[0.468, 0.0, 0.29]",1207,9278,
4.0,63,18.0,False,False,False,"[103.763, 103.112, 102.252]","[0.943, 0.695, 0.555]",1207,9278,
5.0,55,15.0,False,False,False,"[103.622, 102.909, 102.287]","[0.802, 0.492, 0.59]",1207,9278,
6.0,44,17.0,False,False,False,"[103.561, 103.061, 102.502]","[0.741, 0.644, 0.805]",1207,9278,
7.0,23,17.0,False,False,False,"[103.987, 103.376, 102.846]","[1.167, 0.959, 1.149]",1207,9278,
