meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1141,7765,1,23,1.0,2.0,MEDIUM,0.0
1141,7765,1,2,1.0,2.0,HARD,0.0
1141,7765,1,77,1.0,3.0,MEDIUM,0.0
1141,7765,1,24,1.0,3.0,MEDIUM,0.0
1141,7765,1,4,1.0,6.0,MEDIUM,0.0
1141,7765,1,81,1.0,8.0,MEDIUM,0.0
1141,7765,1,21,1.0,8.0,MEDIUM,0.0
1141,7765,1,11,1.0,4.0,MEDIUM,0.0
1141,7765,1,22,1.0,12.0,MEDIUM,0.0
1141,7765,1,31,1.0,2.0,MEDIUM,0.0
1141,7765,1,10,1.0,8.0,MEDIUM,0.0
1141,7765,1,14,1.0,8.0,MEDIUM,0.0
1141,7765,1,16,1.0,6.0,MEDIUM,0.0
1141,7765,1,27,1.0,2.0,SOFT,0.0
1141,7765,1,55,1.0,7.0,MEDIUM,0.0
1141,7765,1,20,1.0,2.0,SOFT,0.0
1141,7765,1,1,1.0,4.0,MEDIUM,0.0
1141,7765,1,18,1.0,3.0,MEDIUM,0.0
1141,7765,2,11,4.0,7.0,MEDIUM,3.0
1141,7765,1,44,1.0,4.0,UNKNOWN,0.0
1141,7765,2,2,2.0,9.0,HARD,1.0
1141,7765,2,77,3.0,10.0,MEDIUM,2.0
1141,7765,2,1,4.0,6.0,MEDIUM,3.0
1141,7765,2,23,2.0,7.0,MEDIUM,1.0
1141,7765,1,63,1.0,10.0,MEDIUM,0.0
1141,7765,2,16,6.0,9.0,MEDIUM,5.0
1141,7765,2,27,2.0,12.0,SOFT,1.0
1141,7765,2,31,2.0,11.0,MEDIUM,1.0
1141,7765,2,20,2.0,10.0,SOFT,1.0
1141,7765,2,55,7.0,10.0,MEDIUM,6.0
1141,7765,2,44,4.0,7.0,MEDIUM,3.0
1141,7765,2,21,8.0,12.0,MEDIUM,7.0
1141,7765,2,24,3.0,10.0,MEDIUM,2.0
1141,7765,3,44,7.0,10.0,MEDIUM,6.0
1141,7765,3,23,7.0,10.0,MEDIUM,6.0
1141,7765,3,77,10.0,11.0,MEDIUM,9.0
1141,7765,2,14,8.0,15.0,MEDIUM,7.0
1141,7765,2,10,8.0,15.0,MEDIUM,7.0
1141,7765,2,4,6.0,9.0,MEDIUM,0.0
1141,7765,3,11,7.0,10.0,SOFT,0.0
1141,7765,3,1,6.0,9.0,SOFT,0.0
1141,7765,2,81,8.0,13.0,SOFT,0.0
1141,7765,3,21,12.0,18.0,SOFT,0.0
1141,7765,3,2,9.0,14.0,MEDIUM,0.0
1141,7765,2,22,12.0,18.0,SOFT,0.0
1141,7765,3,24,10.0,11.0,MEDIUM,9.0
1141,7765,4,77,11.0,14.0,SOFT,0.0
1141,7765,2,18,3.0,11.0,MEDIUM,2.0
1141,7765,3,4,9.0,13.0,SOFT,0.0
1141,7765,3,55,10.0,12.0,MEDIUM,0.0
1141,7765,5,77,14.0,17.0,SOFT,0.0
1141,7765,4,24,11.0,14.0,SOFT,0.0
1141,7765,4,21,18.0,19.0,SOFT,0.0
1141,7765,4,1,9.0,21.0,SOFT,3.0
1141,7765,3,16,9.0,12.0,MEDIUM,0.0
1141,7765,4,11,10.0,21.0,SOFT,3.0
1141,7765,3,81,13.0,22.0,SOFT,5.0
1141,7765,2,63,10.0,13.0,MEDIUM,0.0
1141,7765,3,20,10.0,20.0,SOFT,0.0
1141,7765,3,27,12.0,22.0,SOFT,0.0
1141,7765,3,31,11.0,20.0,MEDIUM,0.0
1141,7765,3,14,15.0,20.0,SOFT,0.0
1141,7765,4,44,10.0,13.0,MEDIUM,0.0
1141,7765,4,2,14.0,24.0,HARD,0.0
1141,7765,5,24,14.0,15.0,SOFT,3.0
1141,7765,4,55,12.0,21.0,MEDIUM,9.0
1141,7765,4,4,13.0,21.0,SOFT,4.0
1141,7765,3,10,15.0,22.0,MEDIUM,0.0
1141,7765,4,16,12.0,14.0,MEDIUM,0.0
1141,7765,3,63,13.0,20.0,MEDIUM,3.0
1141,7765,3,18,11.0,14.0,SOFT,0.0
1141,7765,5,21,19.0,25.0,MEDIUM,11.0
1141,7765,4,23,10.0,15.0,MEDIUM,0.0
1141,7765,6,24,15.0,18.0,SOFT,4.0
1141,7765,6,77,17.0,20.0,SOFT,6.0
1141,7765,4,18,14.0,17.0,SOFT,3.0
1141,7765,5,16,14.0,17.0,MEDIUM,5.0
1141,7765,3,22,18.0,20.0,MEDIUM,11.0
1141,7765,4,81,22.0,24.0,MEDIUM,7.0
1141,7765,4,14,20.0,22.0,SOFT,0.0
1141,7766,1,18,1.0,8.0,MEDIUM,0.0
1141,7766,1,77,1.0,8.0,MEDIUM,0.0
1141,7766,1,24,1.0,8.0,MEDIUM,0.0
1141,7766,1,21,1.0,9.0,MEDIUM,0.0
1141,7766,1,31,1.0,7.0,SOFT,0.0
1141,7766,1,4,1.0,8.0,MEDIUM,0.0
1141,7766,1,81,1.0,7.0,MEDIUM,0.0
1141,7766,1,10,1.0,8.0,SOFT,0.0
1141,7766,1,55,1.0,4.0,SOFT,0.0
1141,7766,1,11,1.0,4.0,MEDIUM,0.0
1141,7766,1,22,1.0,9.0,MEDIUM,0.0
1141,7766,1,2,1.0,6.0,SOFT,0.0
1141,7766,1,14,1.0,8.0,MEDIUM,0.0
1141,7766,1,16,1.0,4.0,SOFT,0.0
1141,7766,1,44,1.0,4.0,SOFT,0.0
1141,7766,1,63,1.0,7.0,SOFT,0.0
1141,7766,1,1,1.0,7.0,MEDIUM,0.0
1141,7766,1,20,1.0,6.0,MEDIUM,0.0
1141,7766,1,23,1.0,6.0,SOFT,0.0
1141,7766,1,27,1.0,6.0,MEDIUM,0.0
1141,7766,2,55,4.0,7.0,SOFT,3.0
1141,7766,2,11,4.0,7.0,MEDIUM,3.0
1141,7766,2,16,4.0,7.0,SOFT,3.0
1141,7766,2,44,4.0,8.0,SOFT,3.0
1141,7766,2,77,8.0,8.0,MEDIUM,7.0
1141,7766,2,24,8.0,9.0,MEDIUM,7.0
1141,7766,2,2,6.0,11.0,SOFT,0.0
1141,7766,2,23,6.0,9.0,SOFT,0.0
1141,7766,3,55,7.0,10.0,SOFT,0.0
1141,7766,2,20,6.0,12.0,SOFT,0.0
1141,7766,2,18,8.0,14.0,SOFT,0.0
1141,7766,3,77,9.0,12.0,SOFT,0.0
1141,7766,3,24,9.0,12.0,SOFT,0.0
1141,7766,2,22,9.0,15.0,SOFT,0.0
1141,7766,2,31,7.0,13.0,SOFT,0.0
1141,7766,2,27,6.0,9.0,SOFT,0.0
1141,7766,2,63,7.0,10.0,SOFT,0.0
1141,7766,2,21,9.0,15.0,SOFT,0.0
1141,7766,2,4,8.0,11.0,SOFT,0.0
1141,7766,3,11,7.0,10.0,SOFT,0.0
1141,7766,3,44,8.0,11.0,SOFT,0.0
1141,7766,3,16,7.0,10.0,SOFT,0.0
1141,7766,2,81,7.0,12.0,SOFT,0.0
1141,7766,2,14,8.0,12.0,SOFT,0.0
1141,7766,2,1,7.0,10.0,SOFT,0.0
1141,7766,2,10,8.0,12.0,SOFT,0.0
1141,7766,4,77,12.0,15.0,SOFT,3.0
1141,7766,4,24,12.0,15.0,SOFT,3.0
1141,7766,3,23,9.0,14.0,SOFT,5.0
1141,7766,3,2,11.0,16.0,UNKNOWN,0.0
1141,7766,4,55,10.0,18.0,SOFT,0.0
1141,7766,3,27,9.0,16.0,SOFT,3.0
1141,7766,3,4,11.0,23.0,SOFT,3.0
1141,7766,4,16,10.0,17.0,SOFT,6.0
1141,7766,4,11,10.0,26.0,SOFT,3.0
1141,7766,4,44,11.0,24.0,SOFT,3.0
1141,7766,3,63,10.0,21.0,SOFT,3.0
1141,7766,3,81,12.0,27.0,SOFT,5.0
1141,7766,3,1,10.0,24.0,SOFT,0.0
1141,7766,3,18,14.0,16.0,SOFT,6.0
1141,7766,4,23,14.0,28.0,HARD,0.0
1141,7766,3,14,12.0,13.0,MEDIUM,7.0
1141,7766,3,21,15.0,26.0,SOFT,6.0
1141,7766,5,77,15.0,18.0,MEDIUM,8.0
1141,7766,5,24,15.0,17.0,SOFT,6.0
1141,7766,3,10,12.0,24.0,SOFT,4.0
1141,7766,4,2,16.0,29.0,SOFT,5.0
1141,7766,3,31,13.0,25.0,SOFT,6.0
1141,7766,3,22,15.0,27.0,SOFT,0.0
1141,7766,4,14,13.0,25.0,SOFT,4.0
1141,7766,4,18,16.0,28.0,MEDIUM,7.0
1141,7766,6,24,17.0,27.0,MEDIUM,8.0
1141,7766,5,55,18.0,28.0,SOFT,3.0
1141,7766,6,77,18.0,28.0,SOFT,6.0
1141,7766,5,16,17.0,26.0,SOFT,3.0
1141,7766,4,27,16.0,25.0,MEDIUM,5.0
1141,7766,3,20,12.0,18.0,MEDIUM,5.0
1141,7766,4,4,23.0,27.0,MEDIUM,7.0
1141,7766,4,63,21.0,25.0,SOFT,6.0
1141,7766,5,44,24.0,27.0,SOFT,7.0
1141,7766,4,21,26.0,28.0,SOFT,7.0
1141,7767,1,4,1.0,8.0,SOFT,0.0
1141,7767,1,27,1.0,6.0,MEDIUM,0.0
1141,7767,1,20,1.0,6.0,MEDIUM,0.0
1141,7767,1,63,1.0,4.0,SOFT,0.0
1141,7767,1,44,1.0,4.0,SOFT,0.0
1141,7767,1,16,1.0,4.0,SOFT,0.0
1141,7767,1,55,1.0,5.0,SOFT,0.0
1141,7767,1,18,1.0,7.0,SOFT,0.0
1141,7767,2,16,4.0,7.0,SOFT,3.0
1141,7767,1,24,1.0,4.0,SOFT,0.0
1141,7767,1,77,1.0,4.0,SOFT,0.0
1141,7767,1,31,1.0,7.0,SOFT,0.0
1141,7767,1,21,1.0,4.0,SOFT,0.0
1141,7767,2,55,5.0,8.0,SOFT,4.0
1141,7767,1,14,1.0,5.0,SOFT,0.0
1141,7767,1,81,1.0,7.0,SOFT,0.0
1141,7767,1,22,1.0,7.0,SOFT,0.0
1141,7767,2,44,4.0,7.0,SOFT,3.0
1141,7767,2,63,4.0,7.0,SOFT,3.0
1141,7767,1,1,1.0,8.0,HARD,0.0
1141,7767,1,23,1.0,4.0,SOFT,3.0
1141,7767,1,11,1.0,4.0,HARD,0.0
1141,7767,1,2,1.0,4.0,SOFT,5.0
1141,7767,2,27,6.0,16.0,MEDIUM,5.0
1141,7767,2,24,4.0,7.0,SOFT,3.0
1141,7767,2,77,4.0,7.0,SOFT,3.0
1141,7767,2,21,4.0,10.0,SOFT,0.0
1141,7767,3,16,7.0,10.0,SOFT,6.0
1141,7767,1,10,1.0,7.0,SOFT,0.0
1141,7767,3,55,8.0,10.0,SOFT,7.0
1141,7767,2,18,7.0,8.0,SOFT,6.0
1141,7767,2,20,6.0,15.0,MEDIUM,5.0
1141,7767,3,44,7.0,12.0,SOFT,6.0
1141,7767,2,23,4.0,7.0,SOFT,6.0
1141,7767,2,2,4.0,7.0,SOFT,8.0
1141,7767,2,14,5.0,6.0,SOFT,0.0
1141,7767,2,11,4.0,7.0,HARD,3.0
1141,7767,3,63,7.0,13.0,SOFT,4.0
1141,7767,2,31,7.0,8.0,SOFT,0.0
1141,7767,2,4,8.0,11.0,SOFT,7.0
1141,7767,2,22,7.0,8.0,SOFT,0.0
1141,7767,4,55,10.0,17.0,SOFT,9.0
1141,7767,3,21,10.0,11.0,SOFT,0.0
1141,7767,4,16,10.0,17.0,SOFT,9.0
1141,7767,2,10,7.0,8.0,SOFT,6.0
1141,7767,3,24,7.0,10.0,SOFT,0.0
1141,7767,3,77,7.0,11.0,SOFT,0.0
1141,7767,3,18,8.0,14.0,SOFT,0.0
1141,7767,3,23,7.0,13.0,SOFT,0.0
1141,7767,3,2,7.0,10.0,SOFT,0.0
1141,7767,4,63,13.0,16.0,SOFT,7.0
1141,7767,4,44,12.0,15.0,SOFT,0.0
1141,7767,4,24,10.0,11.0,SOFT,3.0
1141,7767,2,81,7.0,10.0,SOFT,0.0
1141,7767,4,2,10.0,13.0,SOFT,3.0
1141,7767,3,4,11.0,14.0,SOFT,0.0
1141,7767,2,1,8.0,11.0,SOFT,0.0
1141,7767,4,77,11.0,12.0,SOFT,4.0
1141,7767,3,14,6.0,11.0,SOFT,0.0
1141,7767,3,31,8.0,16.0,SOFT,0.0
1141,7767,4,21,11.0,18.0,SOFT,0.0
1141,7767,3,22,8.0,15.0,SOFT,0.0
1141,7767,3,27,16.0,21.0,SOFT,0.0
1141,7767,3,20,15.0,21.0,SOFT,0.0
1141,7767,3,11,7.0,10.0,SOFT,0.0
1141,7767,5,63,16.0,17.0,SOFT,0.0
1141,7767,5,44,15.0,17.0,SOFT,3.0
1141,7767,3,10,8.0,13.0,SOFT,0.0
1141,7767,5,55,17.0,21.0,SOFT,0.0
1141,7767,5,16,17.0,21.0,SOFT,0.0
1141,7767,4,14,11.0,13.0,SOFT,5.0
1141,7767,3,1,11.0,13.0,SOFT,3.0
1141,7767,4,23,13.0,15.0,SOFT,9.0
1141,7767,5,2,13.0,15.0,UNKNOWN,0.0
1141,7767,3,81,10.0,12.0,SOFT,3.0
1141,7767,4,18,14.0,16.0,SOFT,6.0
1141,7767,4,4,14.0,16.0,SOFT,3.0
1141,7767,4,27,21.0,23.0,SOFT,5.0
1141,7767,5,77,12.0,14.0,SOFT,5.0
1141,7767,5,24,11.0,13.0,SOFT,4.0
1141,7767,4,11,10.0,12.0,SOFT,3.0
1141,7768,1,22,1.0,4.0,SOFT,0.0
1141,7768,1,21,1.0,4.0,SOFT,0.0
1141,7768,1,16,1.0,4.0,MEDIUM,0.0
1141,7768,1,55,1.0,4.0,MEDIUM,0.0
1141,7768,1,27,1.0,3.0,SOFT,0.0
1141,7768,1,1,1.0,2.0,SOFT,0.0
1141,7768,1,11,1.0,2.0,SOFT,0.0
1141,7768,1,4,1.0,2.0,SOFT,0.0
1141,7768,1,81,1.0,2.0,SOFT,0.0
1141,7768,1,23,1.0,4.0,SOFT,0.0
1141,7768,1,24,1.0,4.0,SOFT,0.0
1141,7768,1,77,1.0,4.0,SOFT,0.0
1141,7768,1,20,1.0,4.0,SOFT,0.0
1141,7768,2,27,3.0,6.0,SOFT,2.0
1141,7768,1,18,1.0,4.0,SOFT,0.0
1141,7768,2,1,2.0,5.0,SOFT,1.0
1141,7768,1,14,1.0,4.0,SOFT,0.0
1141,7768,2,22,4.0,7.0,SOFT,0.0
1141,7768,1,31,1.0,4.0,SOFT,0.0
1141,7768,2,16,4.0,7.0,SOFT,0.0
1141,7768,2,21,4.0,7.0,SOFT,0.0
1141,7768,1,63,1.0,4.0,SOFT,0.0
1141,7768,1,44,1.0,4.0,SOFT,0.0
1141,7768,2,55,4.0,7.0,SOFT,0.0
1141,7768,2,81,2.0,5.0,SOFT,1.0
1141,7768,2,11,2.0,5.0,SOFT,1.0
1141,7768,1,10,1.0,4.0,SOFT,0.0
1141,7768,1,2,1.0,4.0,SOFT,0.0
1141,7768,2,4,2.0,5.0,SOFT,1.0
1141,7768,3,22,7.0,10.0,SOFT,0.0
1141,7768,2,23,4.0,7.0,SOFT,0.0
1141,7768,2,20,4.0,6.0,SOFT,0.0
1141,7768,3,21,7.0,9.0,SOFT,0.0
1141,7768,2,18,4.0,7.0,SOFT,0.0
1141,7768,2,24,4.0,7.0,SOFT,0.0
1141,7768,2,77,4.0,7.0,SOFT,0.0
1141,7768,2,10,4.0,6.0,SOFT,0.0
1141,7768,3,4,5.0,8.0,SOFT,0.0
1141,7768,2,31,4.0,7.0,SOFT,0.0
1141,7768,2,14,4.0,7.0,SOFT,3.0
1141,7768,3,81,5.0,7.0,SOFT,0.0
1141,7768,3,27,6.0,9.0,SOFT,0.0
1141,7768,3,16,7.0,9.0,SOFT,3.0
1141,7768,2,44,4.0,7.0,SOFT,3.0
1141,7768,2,63,4.0,7.0,SOFT,3.0
1141,7768,2,2,4.0,6.0,SOFT,0.0
1141,7768,3,1,5.0,7.0,SOFT,0.0
1141,7768,3,11,5.0,7.0,SOFT,0.0
1141,7768,4,27,9.0,12.0,SOFT,3.0
1141,7768,3,31,7.0,10.0,SOFT,3.0
1141,7768,3,18,7.0,10.0,SOFT,3.0
1141,7768,3,77,7.0,10.0,SOFT,3.0
1141,7768,3,24,7.0,10.0,SOFT,3.0
1141,7768,3,14,7.0,10.0,SOFT,0.0
1141,7768,4,22,10.0,13.0,SOFT,3.0
1141,7768,4,4,8.0,11.0,SOFT,3.0
1141,7768,3,63,7.0,10.0,SOFT,0.0
1141,7768,3,44,7.0,10.0,SOFT,0.0
1141,7768,4,16,9.0,12.0,SOFT,5.0
1141,7768,3,55,7.0,10.0,SOFT,3.0
1141,7768,4,1,7.0,10.0,SOFT,0.0
1141,7768,4,11,7.0,10.0,SOFT,0.0
1141,7768,3,23,7.0,8.0,SOFT,0.0
1141,7768,4,31,10.0,13.0,SOFT,0.0
1141,7768,4,24,10.0,12.0,SOFT,0.0
1141,7768,5,27,12.0,15.0,SOFT,0.0
1141,7768,5,22,13.0,15.0,SOFT,3.0
1141,7768,4,77,10.0,12.0,SOFT,0.0
1141,7768,4,14,10.0,13.0,SOFT,0.0
1141,7768,5,4,11.0,13.0,SOFT,0.0
1141,7768,5,16,12.0,15.0,SOFT,0.0
1141,7768,4,55,10.0,13.0,SOFT,0.0
1141,7768,4,44,10.0,13.0,SOFT,0.0
1141,7768,4,63,10.0,13.0,SOFT,0.0
1141,7768,4,18,10.0,13.0,SOFT,0.0
1141,7768,5,1,10.0,13.0,SOFT,0.0
1141,7768,5,11,10.0,13.0,SOFT,0.0
1141,7768,6,16,15.0,17.0,SOFT,0.0
1141,7768,5,55,13.0,16.0,SOFT,0.0
1141,7768,5,18,13.0,16.0,SOFT,3.0
1141,7768,5,14,13.0,15.0,SOFT,0.0
1141,7768,6,27,15.0,17.0,SOFT,0.0
1141,7768,5,44,13.0,15.0,SOFT,0.0
1141,7768,5,63,13.0,15.0,SOFT,0.0
1141,7768,6,18,16.0,18.0,SOFT,0.0
1141,7768,5,31,13.0,15.0,SOFT,0.0
1141,7768,6,1,13.0,15.0,SOFT,0.0
1141,7768,6,11,13.0,15.0,SOFT,0.0
1141,7768,6,55,16.0,18.0,SOFT,0.0
1141,7768,7,1,16.0,16.0,SOFT,0.0
1141,7768,7,11,16.0,16.0,SOFT,0.0
1141,7768,7,55,19.0,19.0,SOFT,0.0
1141,7768,6,31,16.0,16.0,SOFT,0.0
1141,7953,1,2,1.0,12.0,SOFT,0.0
1141,7953,1,22,1.0,10.0,SOFT,0.0
1141,7953,1,23,1.0,11.0,SOFT,0.0
1141,7953,1,63,1.0,13.0,SOFT,3.0
1141,7953,1,18,1.0,15.0,SOFT,3.0
1141,7953,1,4,1.0,10.0,SOFT,0.0
1141,7953,1,24,1.0,12.0,SOFT,0.0
1141,7953,1,44,1.0,12.0,SOFT,3.0
1141,7953,1,14,1.0,14.0,SOFT,3.0
1141,7953,1,20,1.0,15.0,HARD,0.0
1141,7953,1,55,1.0,13.0,SOFT,3.0
1141,7953,1,10,1.0,9.0,SOFT,0.0
1141,7953,1,21,1.0,11.0,SOFT,0.0
1141,7953,1,81,1.0,13.0,SOFT,0.0
1141,7953,1,16,1.0,13.0,SOFT,0.0
1141,7953,1,11,1.0,17.0,SOFT,3.0
1141,7953,1,31,1.0,12.0,SOFT,3.0
1141,7953,1,77,1.0,11.0,SOFT,0.0
1141,7953,1,1,1.0,14.0,SOFT,3.0
1141,7953,1,27,1.0,11.0,SOFT,3.0
1141,7953,2,10,10.0,25.0,HARD,0.0
1141,7953,2,22,11.0,26.0,HARD,0.0
1141,7953,2,4,11.0,17.0,HARD,0.0
1141,7953,2,77,12.0,29.0,HARD,0.0
1141,7953,2,23,12.0,26.0,SOFT,0.0
1141,7953,2,27,12.0,26.0,HARD,0.0
1141,7953,2,21,12.0,27.0,HARD,0.0
1141,7953,2,44,13.0,30.0,HARD,0.0
1141,7953,2,31,13.0,15.0,HARD,0.0
1141,7953,2,2,13.0,30.0,SOFT,0.0
1141,7953,2,24,13.0,32.0,HARD,0.0
1141,7953,2,16,14.0,33.0,HARD,0.0
1141,7953,2,55,14.0,31.0,HARD,0.0
1141,7953,2,63,14.0,31.0,HARD,0.0
1141,7953,2,1,15.0,36.0,SOFT,2.0
1141,7953,2,14,15.0,34.0,HARD,0.0
1141,7953,2,18,16.0,30.0,HARD,0.0
1141,7953,2,20,16.0,29.0,HARD,0.0
1141,7953,3,31,16.0,32.0,HARD,0.0
1141,7953,2,11,18.0,34.0,SOFT,2.0
1141,7953,3,4,18.0,27.0,SOFT,3.0
1141,7953,3,10,26.0,40.0,HARD,0.0
1141,7953,3,23,27.0,40.0,HARD,0.0
1141,7953,3,22,27.0,40.0,HARD,0.0
1141,7953,3,27,27.0,40.0,HARD,0.0
1141,7953,3,21,28.0,56.0,HARD,0.0
1141,7953,4,4,28.0,37.0,MEDIUM,0.0
1141,7953,3,77,30.0,57.0,HARD,0.0
1141,7953,3,20,30.0,40.0,SOFT,0.0
1141,7953,3,44,31.0,57.0,HARD,0.0
1141,7953,3,18,31.0,57.0,HARD,0.0
1141,7953,3,2,31.0,40.0,HARD,0.0
1141,7953,3,55,32.0,57.0,HARD,0.0
1141,7953,3,63,32.0,57.0,HARD,0.0
1141,7953,3,24,33.0,54.0,SOFT,3.0
1141,7953,3,16,34.0,39.0,HARD,0.0
1141,7953,4,31,33.0,41.0,HARD,0.0
1141,7953,3,11,35.0,57.0,HARD,0.0
1141,7953,3,14,35.0,57.0,HARD,0.0
1141,7953,3,1,37.0,57.0,HARD,0.0
1141,7953,5,4,38.0,47.0,HARD,0.0
1141,7953,4,10,41.0,57.0,SOFT,0.0
1141,7953,4,23,41.0,57.0,SOFT,0.0
1141,7953,4,22,41.0,57.0,SOFT,3.0
1141,7953,4,2,41.0,56.0,SOFT,0.0
1141,7953,4,20,41.0,56.0,SOFT,0.0
1141,7953,4,27,41.0,56.0,SOFT,3.0
1141,7953,6,4,48.0,54.0,SOFT,4.0
1141,7953,4,24,55.0,56.0,SOFT,3.0
1141,7953,7,4,55.0,55.0,SOFT,6.0
1142,7772,1,21,1.0,13.0,MEDIUM,0.0
1142,7772,1,81,1.0,3.0,MEDIUM,0.0
1142,7772,1,77,1.0,9.0,MEDIUM,0.0
1142,7772,1,27,1.0,8.0,HARD,0.0
1142,7772,1,23,1.0,2.0,HARD,0.0
1142,7772,1,24,1.0,8.0,HARD,0.0
1142,7772,1,22,1.0,10.0,MEDIUM,0.0
1142,7772,1,4,1.0,4.0,MEDIUM,0.0
1142,7772,1,55,1.0,6.0,HARD,0.0
1142,7772,1,31,1.0,2.0,MEDIUM,0.0
1142,7772,1,2,1.0,10.0,MEDIUM,0.0
1142,7772,1,10,1.0,2.0,MEDIUM,0.0
1142,7772,1,20,1.0,8.0,MEDIUM,0.0
1142,7772,1,16,1.0,10.0,HARD,0.0
1142,7772,1,11,1.0,4.0,SOFT,0.0
1142,7772,1,44,1.0,10.0,HARD,0.0
1142,7772,1,14,1.0,5.0,SOFT,0.0
1142,7772,1,63,1.0,10.0,HARD,0.0
1142,7772,2,23,2.0,10.0,HARD,1.0
1142,7772,1,18,1.0,5.0,SOFT,0.0
1142,7772,2,11,4.0,7.0,SOFT,3.0
1142,7772,2,55,6.0,10.0,HARD,0.0
1142,7772,2,14,5.0,12.0,SOFT,4.0
1142,7772,2,10,2.0,13.0,MEDIUM,1.0
1142,7772,2,81,3.0,10.0,MEDIUM,2.0
1142,7772,2,24,8.0,9.0,HARD,7.0
1142,7772,2,77,9.0,10.0,MEDIUM,8.0
1142,7772,2,31,2.0,9.0,MEDIUM,1.0
1142,7772,3,11,7.0,10.0,SOFT,6.0
1142,7772,2,4,4.0,9.0,MEDIUM,3.0
1142,7772,2,2,10.0,11.0,MEDIUM,9.0
1142,7772,1,1,1.0,10.0,SOFT,0.0
1142,7772,2,18,5.0,13.0,SOFT,4.0
1142,7772,2,27,8.0,14.0,SOFT,0.0
1142,7772,2,63,10.0,12.0,SOFT,0.0
1142,7772,2,44,10.0,16.0,SOFT,0.0
1142,7772,3,24,9.0,15.0,SOFT,0.0
1142,7772,3,23,10.0,17.0,SOFT,0.0
1142,7772,3,31,9.0,13.0,MEDIUM,8.0
1142,7772,3,55,10.0,13.0,SOFT,0.0
1142,7772,2,16,10.0,13.0,SOFT,0.0
1142,7772,2,20,8.0,15.0,SOFT,0.0
1142,7772,3,77,10.0,17.0,SOFT,0.0
1142,7772,3,2,11.0,18.0,SOFT,0.0
1142,7772,3,63,12.0,15.0,SOFT,2.0
1142,7772,2,22,10.0,14.0,MEDIUM,9.0
1142,7772,2,21,13.0,18.0,SOFT,0.0
1142,7772,3,4,9.0,14.0,SOFT,0.0
1142,7772,4,55,13.0,16.0,SOFT,3.0
1142,7772,3,16,13.0,17.0,SOFT,3.0
1142,7772,3,14,12.0,17.0,SOFT,0.0
1142,7772,3,81,10.0,18.0,SOFT,0.0
1142,7772,3,22,14.0,17.0,SOFT,0.0
1142,7772,4,11,10.0,12.0,SOFT,0.0
1142,7772,3,21,18.0,23.0,SOFT,0.0
1142,7772,4,77,17.0,18.0,SOFT,7.0
1142,7772,3,10,13.0,24.0,SOFT,0.0
1142,7772,4,63,15.0,26.0,SOFT,5.0
1142,7772,5,11,12.0,20.0,SOFT,0.0
1142,7772,3,44,16.0,20.0,HARD,9.0
1142,7772,2,1,10.0,13.0,SOFT,0.0
1142,7772,4,16,17.0,26.0,SOFT,7.0
1142,7772,4,22,17.0,23.0,SOFT,3.0
1142,7772,4,31,13.0,22.0,SOFT,0.0
1142,7772,3,27,14.0,22.0,HARD,7.0
1142,7772,4,2,18.0,26.0,MEDIUM,10.0
1142,7772,3,20,15.0,23.0,MEDIUM,7.0
1142,7772,4,24,15.0,22.0,HARD,8.0
1142,7772,5,55,16.0,23.0,HARD,6.0
1142,7772,3,18,13.0,20.0,SOFT,0.0
1142,7772,4,4,14.0,21.0,MEDIUM,0.0
1142,7772,5,77,18.0,25.0,MEDIUM,9.0
1142,7772,4,21,23.0,29.0,SOFT,0.0
1142,7772,4,23,17.0,23.0,HARD,0.0
1142,7772,4,81,18.0,24.0,MEDIUM,9.0
1142,7772,3,1,13.0,18.0,SOFT,3.0
1142,7772,4,44,20.0,26.0,HARD,0.0
1142,7772,4,14,17.0,22.0,SOFT,5.0
1142,7772,5,22,23.0,25.0,SOFT,9.0
1142,7773,1,14,1.0,6.0,MEDIUM,0.0
1142,7773,1,18,1.0,8.0,MEDIUM,0.0
1142,7773,1,2,1.0,8.0,HARD,0.0
1142,7773,1,55,1.0,8.0,MEDIUM,0.0
1142,7773,1,27,1.0,8.0,MEDIUM,0.0
1142,7773,1,77,1.0,8.0,HARD,0.0
1142,7773,1,81,1.0,8.0,HARD,0.0
1142,7773,1,4,1.0,8.0,HARD,0.0
1142,7773,1,16,1.0,7.0,MEDIUM,0.0
1142,7773,1,22,1.0,3.0,HARD,0.0
1142,7773,1,21,1.0,9.0,HARD,0.0
1142,7773,1,24,1.0,8.0,MEDIUM,0.0
1142,7773,1,20,1.0,7.0,HARD,0.0
1142,7773,1,10,1.0,9.0,MEDIUM,0.0
1142,7773,1,31,1.0,8.0,MEDIUM,0.0
1142,7773,1,23,1.0,8.0,MEDIUM,0.0
1142,7773,1,44,1.0,8.0,MEDIUM,0.0
1142,7773,1,1,1.0,9.0,MEDIUM,0.0
1142,7773,1,63,1.0,7.0,MEDIUM,0.0
1142,7773,1,11,1.0,6.0,MEDIUM,0.0
1142,7773,2,22,3.0,10.0,HARD,2.0
1142,7773,2,24,8.0,9.0,MEDIUM,7.0
1142,7773,2,14,6.0,9.0,SOFT,0.0
1142,7773,2,2,8.0,15.0,SOFT,0.0
1142,7773,2,55,8.0,15.0,SOFT,0.0
1142,7773,2,77,8.0,16.0,SOFT,0.0
