date,session_key,pit_duration,meeting_key,driver_number,lap_number
2023-06-02T12:05:15.099000+00:00,9095,578.4,1211,23,16.0
2023-06-02T12:06:24.301000+00:00,9095,333.2,1211,44,17.0
2023-06-02T12:07:19.597000+00:00,9095,544.3,1211,2,16.0
2023-06-02T12:07:29.378000+00:00,9095,702.5,1211,77,12.0
2023-06-02T12:07:32.425000+00:00,9095,376.1,1211,24,14.0
2023-06-02T12:09:03.970000+00:00,9095,387.1,1211,1,15.0
2023-06-02T12:09:09.782000+00:00,9095,575.4,1211,81,10.0
2023-06-02T12:10:35.718000+00:00,9095,26.8,1211,23,19.0
2023-06-02T12:10:47.171000+00:00,9095,675.0,1211,4,10.0
2023-06-02T12:11:24.014000+00:00,9095,999.9,1211,55,17.0
2023-06-02T12:12:49.669000+00:00,9095,18.0,1211,24,17.0
2023-06-02T12:13:11.684000+00:00,9095,797.7,1211,16,19.0
2023-06-02T12:13:16.247000+00:00,9095,762.2,1211,18,13.0
2023-06-02T12:13:47.074000+00:00,9095,427.8,1211,11,19.0
2023-06-02T12:13:50.949000+00:00,9095,649.6,1211,21,15.0
2023-06-02T12:17:24.445000+00:00,9095,22.3,1211,81,15.0
2023-06-02T12:18:09.913000+00:00,9095,714.0,1211,31,19.0
2023-06-02T12:18:33.444000+00:00,9095,719.2,1211,10,18.0
2023-06-02T12:18:51.600000+00:00,9095,426.2,1211,27,18.0
2023-06-02T12:18:54.272000+00:00,9095,315.9,1211,22,19.0
2023-06-02T12:19:07.397000+00:00,9095,341.2,1211,63,24.0
2023-06-02T12:19:17.850000+00:00,9095,24.9,1211,4,15.0
2023-06-02T12:21:20.441000+00:00,9095,268.7,1211,2,22.0
2023-06-02T12:21:26.207000+00:00,9095,41.2,1211,18,18.0
2023-06-02T12:21:40.738000+00:00,9095,801.3,1211,14,18.0
2023-06-02T12:23:01.221000+00:00,9095,803.8,1211,20,17.0
2023-06-02T12:23:11.736000+00:00,9095,455.6,1211,23,22.0
2023-06-02T12:23:33.626000+00:00,9095,354.0,1211,55,21.0
2023-06-02T12:23:35.657000+00:00,9095,429.5,1211,44,24.0
2023-06-02T12:23:42.314000+00:00,9095,389.2,1211,77,18.0
2023-06-02T12:23:54.001000+00:00,9095,16.6,1211,10,21.0
2023-06-02T12:24:19.438000+00:00,9095,24.9,1211,63,27.0
2023-06-02T12:24:50.859000+00:00,9095,19.9,1211,21,22.0
2023-06-02T12:25:08.031000+00:00,9095,331.4,1211,16,23.0
2023-06-02T12:25:39.561000+00:00,9095,469.5,1211,24,20.0
2023-06-02T12:28:37.699000+00:00,9095,22.7,1211,1,29.0
2023-06-02T12:29:31.417000+00:00,9095,21.8,1211,11,30.0
2023-06-02T12:29:36.635000+00:00,9095,30.2,1211,63,30.0
2023-06-02T15:00:04.733000+00:00,9096,,1211,14,1.0
2023-06-02T15:00:06.545000+00:00,9096,,1211,21,1.0
2023-06-02T15:00:28.951000+00:00,9096,,1211,77,1.0
2023-06-02T15:00:34.014000+00:00,9096,,1211,24,1.0
2023-06-02T15:00:35.904000+00:00,9096,,1211,31,1.0
2023-06-02T15:00:41.185000+00:00,9096,,1211,22,1.0
2023-06-02T15:00:43.810000+00:00,9096,,1211,81,1.0
2023-06-02T15:00:53.123000+00:00,9096,,1211,44,1.0
2023-06-02T15:00:59.248000+00:00,9096,,1211,2,1.0
2023-06-02T15:01:02.373000+00:00,9096,,1211,11,1.0
2023-06-02T15:01:03.701000+00:00,9096,,1211,10,1.0
2023-06-02T15:01:10.779000+00:00,9096,,1211,4,1.0
2023-06-02T15:01:12.419000+00:00,9096,,1211,20,1.0
2023-06-02T15:01:14.779000+00:00,9096,,1211,23,1.0
2023-06-02T15:01:16.294000+00:00,9096,,1211,1,1.0
2023-06-02T15:01:17.372000+00:00,9096,,1211,55,1.0
2023-06-02T15:01:24.029000+00:00,9096,,1211,18,1.0
2023-06-02T15:01:33.966000+00:00,9096,,1211,16,1.0
2023-06-02T15:01:34.919000+00:00,9096,,1211,27,1.0
2023-06-02T15:01:51.935000+00:00,9096,,1211,63,1.0
2023-06-02T15:06:59.931000+00:00,9096,21.9,1211,55,4.0
2023-06-02T15:07:15.384000+00:00,9096,17.4,1211,16,4.0
2023-06-02T15:08:13.196000+00:00,9096,22.5,1211,63,5.0
2023-06-02T15:08:47.820000+00:00,9096,22.6,1211,14,7.0
2023-06-02T15:09:27.070000+00:00,9096,23.2,1211,44,6.0
2023-06-02T15:09:34.320000+00:00,9096,27.8,1211,1,6.0
2023-06-02T15:09:59.163000+00:00,9096,25.4,1211,11,6.0
2023-06-02T15:10:20.491000+00:00,9096,22.6,1211,18,7.0
2023-06-02T15:10:55.569000+00:00,9096,22.5,1211,81,7.0
2023-06-02T15:11:43.959000+00:00,9096,17.2,1211,24,8.0
2023-06-02T15:11:50.490000+00:00,9096,19.0,1211,77,8.0
2023-06-02T15:14:49.129000+00:00,9096,192.3,1211,22,8.0
2023-06-02T15:15:18.269000+00:00,9096,307.8,1211,21,8.0
2023-06-02T15:19:00.735000+00:00,9096,391.7,1211,55,7.0
2023-06-02T15:19:14.469000+00:00,9096,407.1,1211,16,7.0
2023-06-02T15:19:50.657000+00:00,9096,433.3,1211,23,8.0
2023-06-02T15:19:59.422000+00:00,9096,476.2,1211,2,8.0
2023-06-02T15:21:50.171000+00:00,9096,484.7,1211,77,9.0
2023-06-02T15:22:07.311000+00:00,9096,463.6,1211,1,9.0
2023-06-02T15:22:23.483000+00:00,9096,621.6,1211,10,8.0
2023-06-02T15:22:28.889000+00:00,9096,636.2,1211,31,8.0
2023-06-02T15:22:54.576000+00:00,9096,616.3,1211,27,8.0
2023-06-02T15:23:10.842000+00:00,9096,597.9,1211,4,8.0
2023-06-02T15:23:13.623000+00:00,9096,589.6,1211,24,9.0
2023-06-02T15:24:54.122000+00:00,9096,16.6,1211,23,11.0
2023-06-02T15:25:09.934000+00:00,9096,16.6,1211,2,11.0
2023-06-02T15:25:25.668000+00:00,9096,512.4,1211,44,11.0
2023-06-02T15:25:31.496000+00:00,9096,874.7,1211,20,7.0
2023-06-02T15:26:26.340000+00:00,9096,538.8,1211,63,11.0
2023-06-02T15:26:39.527000+00:00,9096,129.4,1211,22,14.0
2023-06-02T15:27:06.042000+00:00,9096,19.3,1211,77,12.0
2023-06-02T15:27:08.433000+00:00,9096,187.0,1211,21,14.0
2023-06-02T15:28:06.870000+00:00,9096,16.6,1211,31,11.0
2023-06-02T15:28:10.870000+00:00,9096,16.9,1211,10,11.0
2023-06-02T15:28:22.744000+00:00,9096,520.9,1211,14,14.0
2023-06-02T15:28:39.713000+00:00,9096,18.1,1211,24,12.0
2023-06-02T15:30:47.399000+00:00,9096,741.0,1211,81,12.0
2023-06-02T15:30:54.477000+00:00,9096,568.3,1211,18,14.0
2023-06-02T15:30:57.274000+00:00,9096,691.4,1211,11,12.0
2023-06-02T15:31:08.086000+00:00,9096,30.8,1211,44,14.0
2023-06-02T15:31:12.899000+00:00,9096,450.8,1211,55,10.0
2023-06-02T15:31:47.476000+00:00,9096,467.4,1211,16,10.0
2023-06-02T15:32:18.617000+00:00,9096,343.6,1211,1,12.0
2023-06-02T15:33:46.756000+00:00,9096,351.6,1211,27,11.0
2023-06-02T15:35:31.583000+00:00,9096,357.2,1211,23,14.0
2023-06-02T15:36:01.364000+00:00,9096,367.3,1211,2,14.0
2023-06-02T15:38:11.222000+00:00,9096,442.9,1211,63,14.0
2023-06-02T15:38:16.394000+00:00,9096,368.3,1211,77,15.0
2023-06-02T15:39:29.268000+00:00,9096,372.5,1211,4,14.0
2023-06-02T15:39:56.705000+00:00,9096,409.5,1211,31,14.0
2023-06-02T15:41:09.329000+00:00,9096,487.7,1211,10,14.0
2023-06-02T15:41:14.126000+00:00,9096,358.1,1211,81,15.0
2023-06-02T15:41:22.001000+00:00,9096,358.9,1211,11,15.0
2023-06-02T15:41:49.141000+00:00,9096,504.5,1211,24,15.0
2023-06-02T15:42:12.563000+00:00,9096,327.1,1211,22,20.0
2023-06-02T15:42:22.516000+00:00,9096,410.5,1211,44,17.0
2023-06-02T15:43:11.516000+00:00,9096,433.8,1211,21,20.0
2023-06-02T15:43:14.078000+00:00,9096,31.9,1211,23,19.0
2023-06-02T15:43:25.640000+00:00,9096,22.1,1211,16,18.0
2023-06-02T15:45:34.139000+00:00,9096,22.1,1211,4,18.0
2023-06-02T15:45:37.483000+00:00,9096,546.7,1211,14,19.0
2023-06-02T15:47:09.232000+00:00,9096,390.9,1211,18,20.0
2023-06-02T15:47:23.669000+00:00,9096,679.7,1211,20,13.0
2023-06-02T15:47:50.091000+00:00,9096,22.3,1211,1,23.0
2023-06-02T15:48:19.637000+00:00,9096,22.7,1211,77,22.0
2023-06-02T15:48:54.340000+00:00,9096,23.2,1211,2,23.0
2023-06-02T15:49:26.183000+00:00,9096,22.1,1211,55,23.0
2023-06-02T15:50:45.354000+00:00,9096,24.2,1211,24,21.0
2023-06-02T15:50:48.682000+00:00,9096,51.2,1211,14,22.0
2023-06-02T15:52:35.181000+00:00,9096,22.6,1211,44,24.0
2023-06-02T15:56:28.850000+00:00,9096,33.8,1211,23,28.0
2023-06-02T15:57:26.396000+00:00,9096,23.9,1211,27,28.0
2023-06-02T15:57:29.678000+00:00,9096,22.9,1211,21,30.0
2023-06-02T15:58:09.615000+00:00,9096,22.9,1211,81,27.0
2023-06-02T15:59:39.286000+00:00,9096,22.0,1211,11,28.0
2023-06-03T10:30:03.310000+00:00,9097,,1211,2,1.0
2023-06-03T10:30:04.763000+00:00,9097,,1211,23,1.0
2023-06-03T10:30:08.357000+00:00,9097,,1211,20,1.0
2023-06-03T10:30:09.857000+00:00,9097,,1211,27,1.0
2023-06-03T10:30:12.341000+00:00,9097,,1211,21,1.0
2023-06-03T10:30:16.544000+00:00,9097,,1211,11,1.0
2023-06-03T10:30:19.013000+00:00,9097,,1211,22,1.0
2023-06-03T10:30:20.560000+00:00,9097,,1211,63,1.0
2023-06-03T10:30:26.779000+00:00,9097,,1211,81,1.0
2023-06-03T10:30:30.826000+00:00,9097,,1211,4,1.0
2023-06-03T10:30:32.825000+00:00,9097,,1211,18,1.0
2023-06-03T10:30:34.560000+00:00,9097,,1211,55,1.0
2023-06-03T10:30:41.263000+00:00,9097,,1211,44,1.0
2023-06-03T10:30:44.060000+00:00,9097,,1211,77,1.0
2023-06-03T10:30:45.263000+00:00,9097,,1211,14,1.0
2023-06-03T10:30:47.685000+00:00,9097,,1211,24,1.0
2023-06-03T10:30:55.669000+00:00,9097,,1211,31,1.0
2023-06-03T10:31:09.465000+00:00,9097,,1211,1,1.0
2023-06-03T10:31:13.934000+00:00,9097,,1211,10,1.0
2023-06-03T10:31:19.965000+00:00,9097,,1211,16,1.0
2023-06-03T10:32:20.636000+00:00,9097,27.7,1211,21,2.0
2023-06-03T10:32:29.183000+00:00,9097,27.4,1211,22,2.0
2023-06-03T10:34:22.134000+00:00,9097,22.8,1211,55,3.0
2023-06-03T10:34:53.961000+00:00,9097,22.2,1211,16,3.0
2023-06-03T10:35:13.024000+00:00,9097,23.6,1211,2,4.0
2023-06-03T10:35:26.242000+00:00,9097,25.0,1211,23,4.0
2023-06-03T10:36:07.960000+00:00,9097,24.0,1211,31,4.0
2023-06-03T10:36:20.647000+00:00,9097,25.1,1211,10,4.0
2023-06-03T11:01:02.730000+00:00,9097,,1211,4,6.0
2023-06-03T11:08:40.581000+00:00,9097,2048.8,1211,16,6.0
2023-06-03T11:08:51.503000+00:00,9097,2092.2,1211,55,6.0
2023-06-03T11:12:09.453000+00:00,9097,,1211,20,6.0
2023-06-03T11:12:13.781000+00:00,9097,2189.8,1211,31,6.0
2023-06-03T11:12:18.156000+00:00,9097,573.1,1211,4,7.0
2023-06-03T11:12:26.655000+00:00,9097,,1211,81,6.0
2023-06-03T11:13:11.858000+00:00,9097,2084.5,1211,27,6.0
2023-06-03T11:13:45.623000+00:00,9097,,1211,63,6.0
2023-06-03T11:14:05.341000+00:00,9097,,1211,18,6.0
2023-06-03T11:14:14.403000+00:00,9097,2298.9,1211,10,6.0
2023-06-03T11:14:23.497000+00:00,9097,,1211,11,6.0
2023-06-03T11:14:24.966000+00:00,9097,2363.7,1211,23,6.0
2023-06-03T11:14:26.450000+00:00,9097,2553.6,1211,21,7.0
2023-06-03T11:14:42.669000+00:00,9097,,1211,1,5.0
2023-06-03T11:15:20.777000+00:00,9097,2599.0,1211,22,7.0
2023-06-03T11:17:13.025000+00:00,9097,18.3,1211,20,9.0
2023-06-03T11:17:38.478000+00:00,9097,,1211,24,6.0
2023-06-03T11:17:44.353000+00:00,9097,,1211,77,6.0
2023-06-03T11:18:04.243000+00:00,9097,17.6,1211,27,9.0
2023-06-03T11:18:40.258000+00:00,9097,18.6,1211,55,12.0
2023-06-03T11:19:50.147000+00:00,9097,18.3,1211,1,8.0
2023-06-03T11:20:01.319000+00:00,9097,269.1,1211,16,10.0
2023-06-03T11:20:10.131000+00:00,9097,,1211,14,6.0
2023-06-03T11:21:14.287000+00:00,9097,33.5,1211,4,12.0
2023-06-03T11:24:25.346000+00:00,9097,130.1,1211,55,14.0
2023-06-03T11:24:28.721000+00:00,9097,117.3,1211,21,12.0
2023-06-03T11:24:49.673000+00:00,9097,30.8,1211,23,12.0
2023-06-03T11:24:58.548000+00:00,9097,24.6,1211,16,13.0
2023-06-03T11:25:34.485000+00:00,9097,34.3,1211,14,9.0
2023-06-03T11:25:55.485000+00:00,9097,301.8,1211,18,10.0
2023-06-03T11:26:00.656000+00:00,9097,134.8,1211,22,12.0
2023-06-03T11:26:20.844000+00:00,9097,24.5,1211,24,11.0
2023-06-03T11:26:32.984000+00:00,9097,24.4,1211,77,11.0
2023-06-03T11:26:35.625000+00:00,9097,185.6,1211,63,12.0
2023-06-03T11:27:01.483000+00:00,9097,130.3,1211,1,11.0
2023-06-03T11:27:05.968000+00:00,9097,198.3,1211,81,13.0
2023-06-03T11:27:14.968000+00:00,9097,,1211,44,6.0
2023-06-03T11:27:16.874000+00:00,9097,266.8,1211,11,11.0
2023-06-03T11:28:47.903000+00:00,9097,573.1,1211,20,10.0
2023-06-03T11:28:54.466000+00:00,9097,314.4,1211,31,13.0
2023-06-03T11:28:56.872000+00:00,9097,16.5,1211,1,12.0
2023-06-03T11:29:15.419000+00:00,9097,309.3,1211,10,12.0
2023-06-03T11:29:17.231000+00:00,9097,569.8,1211,27,10.0
2023-06-03T14:00:05.116000+00:00,9098,,1211,22,1.0
2023-06-03T14:00:09.928000+00:00,9098,,1211,63,1.0
2023-06-03T14:00:11.772000+00:00,9098,,1211,21,1.0
2023-06-03T14:00:17.303000+00:00,9098,,1211,31,1.0
2023-06-03T14:00:26.241000+00:00,9098,,1211,44,1.0
2023-06-03T14:00:37.787000+00:00,9098,,1211,10,1.0
2023-06-03T14:00:42.381000+00:00,9098,,1211,18,1.0
2023-06-03T14:00:49.912000+00:00,9098,,1211,14,1.0
2023-06-03T14:00:52.803000+00:00,9098,,1211,20,1.0
2023-06-03T14:00:54.068000+00:00,9098,,1211,27,1.0
2023-06-03T14:00:56.224000+00:00,9098,,1211,77,1.0
2023-06-03T14:00:58.396000+00:00,9098,,1211,24,1.0
2023-06-03T14:01:00.443000+00:00,9098,,1211,11,1.0
2023-06-03T14:01:05.224000+00:00,9098,,1211,1,1.0
2023-06-03T14:01:09.834000+00:00,9098,,1211,4,1.0
2023-06-03T14:01:13.083000+00:00,9098,,1211,81,1.0
2023-06-03T14:01:15.193000+00:00,9098,,1211,23,1.0
2023-06-03T14:02:49.597000+00:00,9098,,1211,55,1.0
2023-06-03T14:02:58.972000+00:00,9098,,1211,16,1.0
2023-06-03T14:03:31.925000+00:00,9098,24.6,1211,22,3.0
2023-06-03T14:12:02.478000+00:00,9098,,1211,77,3.0
2023-06-03T14:12:05.525000+00:00,9098,,1211,24,3.0
2023-06-03T14:12:10.165000+00:00,9098,,1211,16,2.0
2023-06-03T14:12:13.056000+00:00,9098,,1211,55,2.0
2023-06-03T14:12:19.415000+00:00,9098,,1211,11,3.0
2023-06-03T14:12:25.384000+00:00,9098,,1211,1,3.0
2023-06-03T14:12:27.587000+00:00,9098,,1211,81,3.0
2023-06-03T14:12:31.196000+00:00,9098,,1211,31,4.0
2023-06-03T14:12:35.649000+00:00,9098,568.0,1211,22,4.0
2023-06-03T14:12:38.915000+00:00,9098,565.1,1211,21,3.0
2023-06-03T14:12:56.774000+00:00,9098,,1211,18,4.0
2023-06-03T14:13:01.040000+00:00,9098,,1211,4,3.0
2023-06-03T14:13:04.696000+00:00,9098,,1211,20,4.0
2023-06-03T14:13:14.696000+00:00,9098,,1211,10,4.0
2023-06-03T14:13:17.742000+00:00,9098,,1211,14,4.0
2023-06-03T14:13:20.258000+00:00,9098,,1211,27,4.0
2023-06-03T14:14:37.663000+00:00,9098,,1211,2,1.0
2023-06-03T14:14:55.850000+00:00,9098,,1211,63,4.0
2023-06-03T14:14:58.975000+00:00,9098,,1211,44,4.0
2023-06-03T14:15:09.490000+00:00,9098,,1211,23,3.0
2023-06-03T14:16:30.567000+00:00,9098,25.7,1211,21,5.0
2023-06-03T14:20:42.406000+00:00,9098,196.5,1211,18,7.0
2023-06-03T14:22:14.639000+00:00,9098,118.9,1211,11,8.0
2023-06-03T14:22:39.873000+00:00,9098,171.1,1211,23,6.0
2023-06-03T14:22:42.186000+00:00,9098,209.8,1211,2,4.0
2023-06-03T14:22:53.170000+00:00,9098,305.7,1211,10,7.0
2023-06-03T14:22:55.482000+00:00,9098,313.0,1211,14,7.0
2023-06-03T14:22:58.029000+00:00,9098,328.4,1211,20,7.0
2023-06-03T14:23:01.341000+00:00,9098,311.7,1211,27,7.0
2023-06-03T14:23:04.326000+00:00,9098,107.4,1211,16,8.0
2023-06-03T14:23:07.294000+00:00,9098,365.7,1211,31,7.0
2023-06-03T14:23:12.997000+00:00,9098,182.0,1211,22,9.0
2023-06-03T14:23:15.872000+00:00,9098,147.8,1211,21,8.0
2023-06-03T14:23:28.372000+00:00,9098,293.8,1211,81,7.0
2023-06-03T14:23:31.716000+00:00,9098,183.5,1211,4,8.0
2023-06-03T14:23:34.153000+00:00,9098,100.5,1211,55,8.0
2023-06-03T14:23:35.919000+00:00,9098,232.0,1211,77,8.0
2023-06-03T14:23:42.059000+00:00,9098,227.0,1211,24,8.0
2023-06-03T14:24:02.622000+00:00,9098,108.3,1211,63,9.0
2023-06-03T14:24:10.512000+00:00,9098,91.9,1211,44,9.0
2023-06-03T14:34:03.236000+00:00,9098,574.6,1211,1,10.0
2023-06-03T14:34:08.767000+00:00,9098,452.6,1211,11,11.0
2023-06-03T14:34:55.438000+00:00,9098,379.0,1211,55,11.0
2023-06-03T14:35:52.312000+00:00,9098,480.7,1211,22,12.0
2023-06-03T14:37:28.466000+00:00,9098,542.7,1211,63,12.0
2023-06-03T14:37:31.154000+00:00,9098,568.6,1211,18,12.0
2023-06-03T14:37:32.138000+00:00,9098,541.9,1211,44,12.0
2023-06-03T14:37:34.935000+00:00,9098,568.0,1211,21,11.0
2023-06-03T14:37:37.435000+00:00,9098,568.1,1211,31,10.0
2023-06-03T14:37:39.826000+00:00,9098,617.8,1211,14,10.0
2023-06-03T14:37:42.232000+00:00,9098,527.1,1211,24,11.0
2023-06-03T14:37:57.091000+00:00,9098,576.8,1211,4,11.0
2023-06-03T14:38:06.685000+00:00,9098,633.9,1211,27,10.0
2023-06-03T14:38:11.966000+00:00,9098,681.2,1211,81,9.0
2023-06-03T14:38:16.731000+00:00,9098,647.4,1211,10,10.0
2023-06-03T14:44:54.505000+00:00,9098,377.0,1211,11,14.0
2023-06-03T14:44:57.552000+00:00,9098,190.9,1211,22,16.0
2023-06-03T14:44:58.396000+00:00,9098,153.7,1211,27,13.0
2023-06-03T14:45:04.536000+00:00,9098,202.5,1211,63,15.0
2023-06-03T14:45:09.302000+00:00,9098,366.8,1211,1,13.0
2023-06-03T14:45:18.505000+00:00,9098,362.7,1211,55,14.0
2023-06-03T14:45:28.208000+00:00,9098,167.1,1211,10,13.0
2023-06-03T14:45:37.708000+00:00,9098,216.7,1211,18,15.0
2023-06-03T14:45:40.708000+00:00,9098,203.1,1211,31,13.0
2023-06-03T14:45:57.598000+00:00,9098,213.8,1211,4,14.0
2023-06-03T14:46:01.114000+00:00,9098,219.8,1211,24,14.0
2023-06-03T14:46:13.035000+00:00,9098,238.1,1211,14,13.0
2023-06-03T14:46:19.020000+00:00,9098,227.7,1211,81,12.0
2023-06-03T14:46:22.426000+00:00,9098,257.6,1211,21,14.0
2023-06-03T14:46:55.331000+00:00,9098,198.9,1211,44,16.0
2023-06-03T14:57:35.679000+00:00,9098,404.2,1211,81,15.0
2023-06-03T14:57:49.195000+00:00,9098,451.9,1211,31,16.0
2023-06-03T14:57:55.476000+00:00,9098,464.0,1211,10,16.0
2023-06-03T14:58:05.726000+00:00,9098,499.3,1211,1,16.0
2023-06-03T14:58:08.601000+00:00,9098,475.1,1211,18,18.0
2023-06-03T14:58:27.194000+00:00,9098,502.5,1211,55,17.0
2023-06-03T14:58:34.459000+00:00,9098,486.0,1211,4,17.0
2023-06-03T14:59:03.818000+00:00,9098,542.1,1211,44,18.0
2023-06-03T15:02:20.268000+00:00,9098,770.8,1211,27,16.0
2023-06-03T15:05:59.092000+00:00,9098,910.7,1211,14,16.0
2023-06-03T15:06:03.545000+00:00,9098,198.1,1211,55,20.0
2023-06-03T15:06:05.420000+00:00,9098,218.2,1211,18,21.0
2023-06-03T15:06:08.654000+00:00,9098,228.9,1211,31,19.0
2023-06-03T15:06:13.311000+00:00,9098,202.2,1211,4,20.0
2023-06-03T15:06:16.639000+00:00,9098,262.3,1211,81,18.0
2023-06-03T15:06:31.857000+00:00,9098,247.8,1211,10,19.0
2023-06-03T15:06:56.810000+00:00,9098,271.0,1211,1,19.0
2023-06-03T15:07:00.591000+00:00,9098,237.4,1211,44,21.0
2023-06-04T13:05:22.607000+00:00,9102,37.7,1211,4,1.0
2023-06-04T13:10:42.773000+00:00,9102,23.6,1211,77,5.0
2023-06-04T13:14:44.785000+00:00,9102,22.2,1211,27,8.0
2023-06-04T13:16:02.690000+00:00,9102,23.4,1211,24,9.0
2023-06-04T13:16:07.674000+00:00,9102,22.5,1211,21,9.0
2023-06-04T13:17:23.938000+00:00,9102,22.1,1211,22,10.0
2023-06-04T13:17:29.391000+00:00,9102,22.1,1211,20,10.0
2023-06-04T13:21:24.402000+00:00,9102,22.1,1211,31,13.0
2023-06-04T13:22:41.917000+00:00,9102,22.3,1211,18,14.0
2023-06-04T13:23:56.212000+00:00,9102,22.3,1211,55,15.0
2023-06-04T13:25:39.726000+00:00,9102,21.7,1211,16,16.0
2023-06-04T13:25:48.070000+00:00,9102,23.3,1211,23,16.0
2023-06-04T13:26:55.740000+00:00,9102,22.3,1211,81,17.0
2023-06-04T13:27:13.177000+00:00,9102,22.5,1211,2,17.0
2023-06-04T13:29:32.284000+00:00,9102,22.5,1211,14,19.0
2023-06-04T13:29:42.394000+00:00,9102,23.3,1211,10,19.0
2023-06-04T13:34:13.936000+00:00,9102,22.8,1211,4,22.0
2023-06-04T13:36:00.934000+00:00,9102,22.5,1211,44,24.0
2023-06-04T13:36:51.636000+00:00,9102,24.8,1211,20,24.0
2023-06-04T13:37:30.510000+00:00,9102,22.2,1211,63,25.0
2023-06-04T13:38:29.056000+00:00,9102,22.2,1211,1,26.0
2023-06-04T13:39:27.836000+00:00,9102,23.2,1211,27,26.0
2023-06-04T13:40:19.241000+00:00,9102,21.7,1211,11,27.0
2023-06-04T13:49:58.247000+00:00,9102,23.3,1211,18,34.0
2023-06-04T13:50:01.059000+00:00,9102,22.0,1211,22,34.0
